,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas
493,0.2586510263929619,0.2679929783499122,0.0167374044186161,0.016744654256718648,0.03409943212257581,0.07384131971720345,0.12305986696230599,0.031958476339338925,0.42857142857142855,0.37037037037037035,0.3422131147540984,0.0,1.0,0.6923076923076923,0.6357516077170419,0.4884823848238482,0.17476126912414006,0.01555352241537054,0.15252766326752007,0.9497578010589164,1.0,0.6566224157711129,0.36825213659803113,0.7760908638953687,0.9255441008018329,0.4332644628099174,1.0
82,0.0035190615835777126,0.0076067875950848445,0.0287440596687154,0.02874405503610836,0.0036965605914496946,0.007069913589945012,0.017738359201773836,0.0036455205376064426,0.3877551020408163,0.4074074074074074,0.9426229508196722,0.0,1.0,0.6153846153846154,0.007134244372990354,0.2837624209575429,0.6376424684259164,0.005718206770356815,1.0,1.0,1.0,0.431996441197818,0.26699361725145154,0.47057248843168,0.6908257836092888,0.4623278236914601,0.22451759364358687
717,0.14486803519061583,0.15681685196021064,0.019101973165452688,0.019102131254294608,0.006241294331940426,0.02670856245090338,0.02328159645232816,0.0075705233260480774,0.6071428571428571,0.4861111111111111,0.2725409836065574,0.0,1.0,0.0,0.364951768488746,0.5705736224028907,0.7535681281445734,0.019327538883806034,0.6684747233673248,0.8463444857496902,0.0,0.4846760787619115,0.3955501063791425,0.4890053156908486,0.38212017077996463,0.5886363636363636,0.7273552780930761
530,0.7337243401759531,0.7442949093036864,0.19055033135631866,0.19055038122953527,0.005384120861459338,0.029850746268656716,0.03325942350332594,0.006654229919200278,0.6173469387755102,0.48148148148148145,0.764344262295082,0.0,1.0,0.0,0.4069533762057878,0.6198057813911473,0.7124961495020022,0.01612534309240622,0.5931872423519201,0.5275430888813788,0.0,0.469785301210461,0.3955501063791425,0.4800565987227045,0.3612933458294283,0.6014462809917356,0.6913734392735528
693,0.11495601173020528,0.11995318899941486,0.012090140006999504,0.012089493388628815,0.001553626915246973,0.014139827179890024,0.014412416851441241,0.0018524951384126275,0.5969387755102041,0.4537037037037037,0.2807377049180328,0.0,1.0,0.0,0.2887861736334405,0.5501355013550135,0.6840538042920218,0.009149130832570905,0.6203080928617921,0.597724456460516,0.0,0.3458359673152116,0.29313764379214596,0.3649087919232093,0.34687076955118196,0.5770661157024793,0.1206583427922815
667,0.12140762463343109,0.12931538911644236,0.08542029780366593,0.0854193170319433,0.001419693560484303,0.01335428122545169,0.005543237250554324,0.0018463695000381576,0.6224489795918368,0.5231481481481481,0.29713114754098363,1.0,0.0,0.11153846153846154,0.3032556270096463,0.43913730803974704,0.2584454256083787,0.013266239707227814,0.9429377305272294,0.8122113326574294,0.0,0.33700920137669454,0.34412751072806613,0.2673142376381506,0.13105279600124964,0.6359504132231405,0.08671963677639045
449,0.5272727272727272,0.5277940315974254,0.0675214399089855,0.0675220736965602,0.0036697739204971606,0.009426551453260016,0.026607538802660754,0.004171304498081782,0.5510204081632653,0.4444444444444444,0.26434426229508196,0.0,1.0,0.0,0.6669011254019293,0.23227190605239384,0.2607043844337201,0.004231473010064044,0.45758298980256024,1.0,1.0,0.43127063285804595,0.1962064115971296,0.5345902328960954,0.8819639695928356,0.5460743801652892,0.20522133938706016
442,0.6293255131964809,0.6284376828554711,0.02947116677442056,0.0294714037758151,0.0019018536376299155,0.01021209740769835,0.02106430155210643,0.0021914471284666327,0.5612244897959183,0.44907407407407407,0.26434426229508196,0.0,1.0,0.5192307692307693,0.41197749196141475,0.3048780487804878,0.22990040045179175,0.002516010978956999,0.2767411586027338,1.0,1.0,0.365783990072815,0.1435216905268472,0.49753336647672947,0.8975840883057379,0.5550275482093664,0.09886492622020432
827,0.02404692082111437,0.1304856641310708,0.10556357408559008,0.1055754834640979,0.32706525233044037,0.4831107619795758,0.4113082039911308,0.35691721123166426,0.1377551020408163,0.48148148148148145,0.35860655737704916,0.0,1.0,0.0,0.058782154340836015,0.6798780487804877,0.884074340281343,0.15004574565416284,0.24224343675417662,0.3730990199391686,0.0,0.886375875067313,0.7098553964876853,0.8480247810623732,0.4482974070602937,0.5200413223140496,1.0
350,0.4422287390029325,0.44938560561732005,0.05901421424686717,0.05901380181705028,0.0023572270438229938,0.0204241948153967,0.02106430155210643,0.0022478540484982103,0.4642857142857143,0.3425925925925926,0.2581967213114754,1.0,0.0,0.038461538461538464,0.8629421221864952,0.6586495031616982,0.6577677379607763,0.013494967978042085,0.6126057713169885,0.5493973189140475,0.0,0.3870665636487088,0.34412751072806613,0.41271176718038927,0.33354160158283874,0.4452479338842975,0.27366628830874007
628,0.5747800586510264,0.5886483323581042,0.002128458382244307,0.0021278133693725257,0.0034286938819243543,0.024351924587588374,0.038802660753880266,0.006558006349734645,0.9795918367346939,0.8101851851851852,0.2581967213114754,0.0,1.0,0.23076923076923078,0.5094453376205788,0.5854787714543811,0.2812403737550056,0.023673376029277216,0.9013885875461055,0.15511997296383911,0.0,0.42445739973308994,0.4241102015794599,0.3649087919232093,0.14261168384879727,0.9775482093663912,0.37173666288308743
5,0.02932551319648094,0.03920421299005266,0.011022324839350266,0.011026916335474255,0.015429122468659595,0.05577376276512176,0.09866962305986696,0.017266898402969504,0.5102040816326531,0.4398148148148148,0.2581967213114754,0.0,1.0,0.3076923076923077,0.0742564308681672,0.7092366757000903,0.26460622240476434,0.016010978956999083,0.2272727272727273,0.7997071082572942,1.0,0.5761747559176792,0.36825213659803113,0.714826570805767,0.8799854212225346,0.5358815426997245,0.9997729852440409
310,0.0,0.0052662375658279695,0.0348012172335424,0.03480403205524047,0.006910961105753777,0.016496465043205028,0.06097560975609756,0.00691533525491206,0.23469387755102042,0.4166666666666667,0.2581967213114754,0.0,1.0,0.11538461538461539,0.0,0.6948961156278228,0.22990040045179175,0.00926349496797804,0.5283141679323065,0.9195674214261574,1.0,0.4949544613799724,0.29313764379214596,0.6562392443305671,0.8975840883057379,0.4696280991735537,0.9132803632236095
560,0.4909090909090909,0.5055588063194851,0.06012014552456833,0.060121022256178415,0.005625200900032144,0.04241948153967007,0.03991130820399113,0.006886748942497867,0.6071428571428571,0.4861111111111111,0.2807377049180328,0.0,1.0,0.038461538461538464,0.7308078778135048,0.8534327009936766,0.9006058116849779,0.024245196706312897,0.5157300932957257,0.726033569899741,0.0,0.47418697759359413,0.42926688543507274,0.5534437263375273,0.45668020410288457,0.5949035812672175,0.9744608399545971
104,0.4715542521994135,0.4757167934464599,0.011623157221056758,0.011623800017615604,0.0035090538947819567,0.02356637863315004,0.026607538802660754,0.004213673496838532,0.5816326530612245,0.44907407407407407,0.29713114754098363,0.0,1.0,0.0,0.8129019292604502,0.6671183378500452,0.5071362562891467,0.009149130832570905,0.35593404209156,1.0,1.0,0.4267987169581607,0.29313764379214596,0.5345902328960954,0.7570030198896178,0.5817493112947658,0.47536889897843354
97,0.0,0.0,0.017486833220905582,0.01748787799107664,0.0021697203471552555,0.012568735271013355,0.03325942350332594,0.0018366705726119135,0.3622448979591837,0.3287037037037037,0.2725409836065574,1.0,0.0,0.11538461538461539,0.0,0.3481255645889792,0.11007290276209057,0.001601097895699908,0.1562160989368627,0.9636138335023093,1.0,0.3788485401887102,0.10857884677797411,0.5648781980190447,0.9583463500989275,0.38650137741046825,0.12463110102156641
1028,0.02287390029325513,0.12170860152135751,0.1662548165909999,0.16625906073378094,0.17135433408336012,0.22388059701492538,0.14523281596452328,0.17003878805265701,0.20918367346938777,0.41203703703703703,0.26434426229508196,0.0,1.0,0.0,0.057777331189710616,0.532520325203252,0.3886435979053291,0.14421317474839887,0.5691039270991538,0.4708798017348203,0.0,0.8206551005595748,0.6984962677148319,0.7056101571761826,0.19707383109444965,0.46418732782369143,1.0
785,0.021700879765395895,0.15038033937975423,0.052054357602121154,0.05207119121205423,0.4959552126861674,0.800471327572663,0.770509977827051,0.5692402600435584,0.12755102040816327,0.5231481481481481,0.35040983606557374,0.0,1.0,0.0,0.053155144694533765,0.7161246612466124,0.9909641646986344,0.18149588289112534,0.153178563679757,0.2392700236566407,1.0,0.9287068904965934,0.7389924633082109,0.9002638724234195,0.5116630219723004,0.5519283746556474,1.0
314,1.0,1.0,0.030860349905890278,0.03086018376474773,0.002678667095253402,0.0054988216810683424,0.015521064301552107,0.002069700065774042,0.35714285714285715,0.26851851851851855,1.0,0.0,1.0,0.038461538461538464,0.0023110932475884243,0.16937669376693765,0.5207926891878016,0.003659652333028362,0.8794749403341289,1.0,1.0,0.3998033293530941,0.21712163282968522,0.4497686335997552,0.7500781005935645,0.34469696969696967,0.12463110102156641
525,0.46803519061583576,0.4803978935049737,0.1218930636012826,0.12189207695133701,0.0016875602700096432,0.0204241948153967,0.007760532150776054,0.0020658715417899982,0.6020408163265306,0.49074074074074076,0.8627049180327869,1.0,0.0,0.11153846153846154,0.9731712218649519,0.5854787714543811,0.16336379505082657,0.017040256175663314,0.9612714254719028,0.5775599864819196,0.0,0.35398375125845805,0.40763044967725653,0.2673142376381506,0.08283869624075811,0.5944903581267218,0.14517593643586835
1074,0.02404692082111437,0.12287887653598596,0.23288282455041726,0.23288657445255645,0.17430086788813887,0.21366849960722703,0.15299334811529933,0.1741092747524923,0.20918367346938777,0.41203703703703703,0.26844262295081966,0.0,1.0,0.0,0.06069131832797428,0.46533423667570006,0.35301365643289867,0.14398444647758463,0.6001301800824473,0.3921369832150501,0.0,0.8223876753061272,0.6984962677148319,0.6907338712761483,0.17900656044985944,0.4679063360881543,1.0
62,0.18592375366568914,0.1860737273259216,0.012881230603996905,0.012880180939482183,0.00034822672238294224,0.002356637863315004,0.0033259423503325942,0.00040225025325686155,0.5612244897959183,0.4537037037037037,0.9569672131147541,1.0,0.0,0.39615384615384613,0.376105305466238,0.2822944896115628,0.7946401067871445,0.0017154620311070447,1.0,1.0,0.0,0.2048886703659479,0.1435216905268472,0.23025737121878465,0.4029469957305009,0.5587465564738292,0.014982973893303084
281,0.14252199413489736,0.14628437682855472,0.016010458480395305,0.016012792828177035,0.008116361298617808,0.02749410840534171,0.04988913525498891,0.0035911554970330215,0.03571428571428571,0.22685185185185186,0.9528688524590164,0.0,1.0,1.0,0.28858520900321544,0.44850948509485095,0.21870828627169114,0.005718206770356815,0.23768713386851814,1.0,1.0,0.5111797897497132,0.26699361725145154,0.6358942980611113,0.903259398104759,0.15640495867768595,0.7678774120317821
808,0.02404692082111437,0.12463428905792862,0.08324437559727663,0.08325741674512165,0.4030858244937319,0.6794972505891594,0.5986696230598669,0.44701514232282674,0.10714285714285714,0.48148148148148145,0.35450819672131145,0.0,1.0,0.0,0.058882636655948555,0.5897696476964769,0.9827497689701201,0.1420402561756633,0.135387285745281,0.24625436521347302,1.0,0.9076116222987053,0.7012008221845588,0.8615625836552067,0.5158283869624076,0.5300275482093664,1.0
266,0.9008797653958944,0.9110590988882388,0.003335764007610006,0.0033396314889947206,0.012777242044358728,0.046347211311861744,0.07317073170731707,0.010986332424611896,0.41836734693877553,0.30092592592592593,0.9528688524590164,0.0,1.0,1.0,0.15564710610932478,0.7962962962962963,0.3681076085840435,0.015210430009149132,0.3597309611629421,0.966317449588825,1.0,0.5570696073611013,0.3955501063791425,0.693296110749933,0.8275018223471832,0.3900826446280992,0.9997729852440409
976,0.02287390029325513,0.11995318899941486,0.11506882939462834,0.11507292061946647,0.17877424193721203,0.18695993715632364,0.14079822616407983,0.17564757568928108,0.18877551020408162,0.4074074074074074,0.26434426229508196,0.0,1.0,0.0,0.057777331189710616,0.47707768744354107,0.3839203203614334,0.14169716376944191,0.6835539162508136,0.47200630843753516,0.0,0.8249631242537052,0.6957556525188417,0.700791617270259,0.194678746225138,0.4586088154269972,1.0
238,0.0844574780058651,0.08660035108250438,0.009741688008599252,0.009741202936180991,0.0017679202828672453,0.006284367635506678,0.011086474501108648,0.002127638395399237,0.5153061224489796,0.4861111111111111,0.8012295081967213,1.0,0.0,0.11538461538461539,0.17885852090032153,0.2566621499548329,0.7199917856042715,0.0038883806038426346,0.7830331959210242,1.0,1.0,0.35857273301959686,0.21712163282968522,0.3982561474626181,0.6490679995834635,0.5831267217630854,0.08444948921679908
739,0.7108504398826979,0.7115272088940902,0.015452818984498186,0.015452413575360655,0.0019286403085824494,0.007855459544383346,0.012195121951219513,0.0032606262597439126,0.8316326530612245,0.6990740740740741,0.32786885245901637,0.0,1.0,0.0,0.24196141479099678,0.2588075880758807,0.6577677379607763,0.004917657822506862,0.6384248210023866,1.0,1.0,0.3671653672356068,0.21712163282968522,0.41271176718038927,0.680620639383526,0.8508264462809917,0.09398410896708287
145,0.0281524926686217,0.06553540081919251,0.04359943078867873,0.04359821500593136,0.0034554805528768883,0.051846032992930086,0.0022172949002217295,0.004148588589109789,0.2755102040816326,0.7083333333333334,0.0,0.0,1.0,0.0,0.07857717041800644,0.04155374887082204,0.0033884382380121136,0.06164226898444647,1.0,0.6245353159851301,0.0,0.42525344758961403,0.5522700227182576,0.11510956441928945,0.0017182130584192283,0.5816804407713498,0.14665153234960274
1045,0.025219941348973606,0.1211234640140433,0.18484185964391173,0.1848458590398787,0.16813993356905604,0.23880597014925373,0.164079822616408,0.16556069116598718,0.1836734693877551,0.41203703703703703,0.26844262295081966,0.0,1.0,0.0,0.06360530546623794,0.4993224932249322,0.38268816100215625,0.13975297346752058,0.5107398568019094,0.38008336149600086,0.0,0.8187352204350167,0.6939165554794273,0.6983441049370913,0.19405394147662192,0.45984848484848484,1.0
